unitid,institution name,year,institution name,HD2019.Street address or post office box,HD2019.City location of institution,HD2019.ZIP code,HD2019.County name,HD2019.Longitude location of institution,HD2019.Latitude location of institution,DRVEF2019.Total  enrollment,DRVEF2019.Full-time enrollment,DRVEF2019.Part-time enrollment
461856,Southern California Health Institute,2019,Southern California Health Institute,"18040 Sherman Way, 4th Floor",Reseda,91335,Los Angeles County,-118.526822,34.200827,301,301,0
462062,Academy for Salon Professionals,2019,Academy for Salon Professionals,19520 Nordhoff St. Unit 9,Northridge,91324,Los Angeles County,-118.558215,34.23396,82,52,30
462336,International College of Beauty Arts & Sciences,2019,International College of Beauty Arts & Sciences,5225 San Fernando Road West,Los Angeles,90039-1012,Los Angeles County,-118.273227,34.148057,49,49,0
462354,John Paul the Great Catholic University,2019,John Paul the Great Catholic University,155 W. Grand Ave,Escondido,92025,San Diego County,-117.082401,33.12085,278,268,10
467368,Carrington College-Pomona,2019,Carrington College-Pomona,"901 Corporate Center Dr., Ste. 300",Pomona,91768-2642,Los Angeles County,-117.803875,34.06302,,,
468769,CET-Soledad,2019,CET-Soledad,"930 Los Coches Drive, Suite 103",Soledad,93960-2996,Monterey County,-121.316599,36.41456,129,129,0
468848,United Education Institute-UEI College San Marcos,2019,United Education Institute-UEI College San Marcos,2085 Montiel Road,San Marcos,92069-3587,San Diego County,-117.118524,33.131561,489,489,0
468909,United Education Institute-Anaheim,2019,United Education Institute-Anaheim,401 Carl Karcher Way,Anaheim,92801-2409,Orange County,-117.922969,33.851393,587,587,0
469957,Aveda Institute-Los Angeles,2019,Aveda Institute-Los Angeles,10935 Weyburn Avenue,Los Angeles,90024-2808,Los Angeles County,-118.446566,34.062797,168,168,0
470038,UEI College-Riverside,2019,UEI College-Riverside,1860 University  Avenue,Riverside,92507-5344,Riverside County,-117.351755,33.975392,829,829,0
474863,Los Angeles Pacific University,2019,Los Angeles Pacific University,"300 N Lone Hill Avenue, #200",San Dimas,91773-1741,Los Angeles County,-117.827484,34.110723,1953,736,1217
475097,International Culinary Center-California,2019,International Culinary Center-California,700 West Hamilton Avenue,Campbell,95008,Santa Clara County,-121.961476,37.293627,,,
475228,The Santa Barbara and Ventura Colleges of Law at Santa Barbara,2019,The Santa Barbara and Ventura Colleges of Law at Santa Barbara,20 E Victoria St,Santa Barbara,93101,Santa Barbara County,-119.70516,34.424542,81,61,20
475237,The University of America,2019,The University of America,41707 Winchester  Road,Temecula,92590,Riverside County,-117.167871,33.519293,,,
475282,Marian Health Careers Center-Van Nuys Campus,2019,Marian Health Careers Center-Van Nuys Campus,5900 Sepulveda Blvd Ste 101,Van Nuys,91411,Los Angeles County,-118.465561,34.177483,128,128,0
475635,Beverly Hills Design Institute,2019,Beverly Hills Design Institute,8484 Wilshire Blvd Suite #730,Beverly Hills,90211,Los Angeles County,-118.375621,34.06463,16,9,7
475705,Annenberg School of Nursing,2019,Annenberg School of Nursing,19300 Sherman Way,Reseda,91335-5426,Los Angeles County,-118.553851,34.200825,24,24,0
476513,Flair Beauty College,2019,Flair Beauty College,23754 Valencia Blvd,Valencia,91355-2106,Los Angeles County,-118.550015,34.414463,62,62,0
476595,Medical Allied Career Center,2019,Medical Allied Career Center,12631 East Imperial Highway Bldg D-108,Santa Fe Springs,90670-4710,Los Angeles County,-118.062402,33.91871,70,65,5
476780,Diamond Beauty College,2019,Diamond Beauty College,10301 Garvey Avenue  #200,South El Monte,91733-2180,Los Angeles County,-118.046711,34.062971,47,46,1
476799,Unitek College,2019,Unitek College,"257 Longford Drive, Rm 5",South San Francisco,94080-1005,San Mateo County,-122.455603,37.65642,216,216,0
476911,SAE Institute of Technology-Los Angeles,2019,SAE Institute of Technology-Los Angeles,6700 Santa Monica Blvd,Los Angeles,90038,Los Angeles County,-118.336861,34.0904,,,
478634,California College San Diego,2019,California College San Diego,"277 Rancheros Drive, Suite 200",San Marcos,92069-2971,San Diego County,-117.160658,33.138303,250,250,0
479424,Unitek College,2019,Unitek College,21615 Hesperian Boulevard,Hayward,94541-7026,Alameda County,-122.116059,37.661039,153,153,0
479974,Advance Beauty Techs Academy,2019,Advance Beauty Techs Academy,641 N State St Ste 1,San Jacinto,92583-6572,Riverside County,-117.517655,33.884074,122,121,1
479992,Brand College,2019,Brand College,529 Hahn Ave Ste 101,Glendale,91203,Los Angeles County,-118.265551,34.15799,24,3,21
480000,Hinton Barber and Beauty College,2019,Hinton Barber and Beauty College,1035 Tennessee St.,Vallejo,94590,Solano County,-122.245384,38.109629,56,56,0
480019,Advanced Career Institute,2019,Advanced Career Institute,1728 North Kelsey Street,Visalia,93291,Tulare County,-119.38533,36.344669,637,554,83
480204,Platt College-Riverside,2019,Platt College-Riverside,6465 Sycamore Canyon Blvd Ste 100,Riverside,92507,Riverside County,-117.298365,33.932923,473,473,0
480471,United Education Institute-UEI College Stockton,2019,United Education Institute-UEI College Stockton,4994 Claremont Avenue,Stockton,95207-0000,San Joaquin County,-121.308461,37.99756,679,679,0
480781,California Miramar University,2019,California Miramar University,"3550 Camino Del Rio North, Suite 208",San Diego,92108,San Diego County,-117.11851,32.77942,199,199,0
481058,Grace Mission University,2019,Grace Mission University,1645 West Valencia Drive,Fullerton,92833-3860,Orange County,-117.958208,33.867663,247,106,141
481128,Santa Ana Beauty College,2019,Santa Ana Beauty College,1926 West 17th Street,Santa Ana,92706-2321,Orange County,-117.895913,33.759423,101,69,32
481182,Ukiah Adult School,2019,Ukiah Adult School,1056 North Bush Street,Ukiah,95482-3865,Mendocino County,-123.215034,39.160947,,,
481191,Riverside County Office of Education-School of Career Education,2019,Riverside County Office of Education-School of Career Education,2100 E. Alessandro Blvd.,Indio,92508,Riverside County,-117.294699,33.91733,291,208,83
481289,Xavier College School of Nursing,2019,Xavier College School of Nursing,1340 North El Dorado Street,Stockton,95202-1017,San Joaquin County,-121.293267,37.966315,81,81,0
481298,Lawrence & Company College of Cosmetology,2019,Lawrence & Company College of Cosmetology,810 North 10th Avenue,Hanford,93230-4102,Kings County,-119.637371,36.33339,48,48,0
481386,California Career Institute,2019,California Career Institute,12141 Brookhurst Street,Garden Grove,92840-2816,Orange County,-117.960413,33.786223,147,18,129
481395,Cosmo Factory Cosmetology Academy,2019,Cosmo Factory Cosmetology Academy,131 Front Street Suite B,Santa Cruz,95060-4401,Santa Cruz County,-122.023723,36.967956,,,
481474,J D Academy of Salon and Spa,2019,J D Academy of Salon and Spa,520 San Ramon Valley Blvd,Danville,94526,Contra Costa County,-121.995828,37.818164,128,69,59
481960,InterCoast Colleges-Fairfield,2019,InterCoast Colleges-Fairfield,5253 Business Ctr. Dr. Ste B,Fairfield,94534,Solano County,-122.147995,38.212134,136,136,0
482060,Milan Institute-Merced,2019,Milan Institute-Merced,780 Loughborough Drive,Merced,95340-2626,Merced County,-120.481067,37.322518,319,319,0
482291,UEI College-Bakersfield,2019,UEI College-Bakersfield,3737 Rosedale Highway,Bakersfield,93308-0000,Kern County,-119.049925,35.381617,990,990,0
482431,DeVry University-California,2019,DeVry University-California,"2970 E Inland Empire Blvd, Ste 100",Ontario,91764,San Bernardino County,-117.5876,34.068481,2079,946,1133
483009,American College of Healthcare and Technology,2019,American College of Healthcare and Technology,6606 Pacific Blvd Ste 204,Huntington Park,90255,Los Angeles County,-118.224906,33.978807,75,75,0
483221,Learnet Academy Inc,2019,Learnet Academy Inc,"3251 West 6th Street, 2nd Floor",Los Angeles,90020,Los Angeles County,-118.293165,34.063934,85,85,0
483230,The Fab School,2019,The Fab School,9571 Pittsburgh Avenue,Rancho Cucamonga,91730,San Bernardino County,-117.555168,34.079866,148,98,50
483373,Integrity College of Health,2019,Integrity College of Health,1460 N Lake Ave Suite 102,Pasadena,91104,Los Angeles County,-118.131722,34.171252,30,30,0
483443,California Technical Academy,2019,California Technical Academy,1285 Columbia Ave,Riverside,92507,Riverside County,-117.339245,34.002717,715,715,0
483586,California International Business University,2019,California International Business University,550 West B Street,San Diego,92101,San Diego County,-117.168019,32.718063,34,31,3
483610,Sutter Beauty College,2019,Sutter Beauty College,651 North Palora Avenue,Yuba City,95991,Sutter County,-121.633122,39.131845,,,
483878,Bay Area Medical Academy,2019,Bay Area Medical Academy,530 Bush Street #201,San Francisco,94108-3623,San Francisco County,-122.406318,37.790775,101,101,0
483957,Lawrence & Company College of Cosmetology,2019,Lawrence & Company College of Cosmetology,2048 Grant Street,Selma,93662-3509,Fresno County,-119.611752,36.570318,41,41,0
484002,High Desert Medical College,2019,High Desert Medical College,480 S Main Street,Salinas,93901-3301,Monterey County,-121.655732,36.669633,704,567,137
484206,The Salon Professional Academy-San Jose,2019,The Salon Professional Academy-San Jose,"1600 Saratoga Avenue, Suite 103",San Jose,95129-5101,Santa Clara County,-121.989475,37.292025,174,103,71
484233,Tri-Community Adult Education,2019,Tri-Community Adult Education,231 Stephanie Drive,Covina,91722-3925,Los Angeles County,-117.887096,34.104391,262,0,262
484367,North-West College-Anaheim,2019,North-West College-Anaheim,511 N. Brookhurst Street,Anaheim,92801,Orange County,-117.959766,33.839313,204,204,0
484376,North-West College-Long Beach,2019,North-West College-Long Beach,3799 E. Burnett Street,Long Beach,90815-1770,Los Angeles County,-118.14854,33.801894,299,299,0
484631,University of Phoenix-California,2019,University of Phoenix-California,3110 East Guasti Road,Ontario,91761,San Bernardino County,-117.58377,34.065748,4740,4740,0
484862,University of West Los Angeles,2019,University of West Los Angeles,9800 S. La Cienega Blvd.,Inglewood,90301,Los Angeles County,-118.36957,33.947341,204,86,118
485263,California College San Diego,2019,California College San Diego,6602 Convoy Court Ste 100,San Diego,92111,San Diego County,-117.166966,32.835221,536,536,0
485403,High Tech High Graduate School of Education,2019,High Tech High Graduate School of Education,2861 Womble Road,San Diego,92106,San Diego County,-117.217661,32.732001,59,24,35
485412,Coachella Valley Beauty College-Hemet,2019,Coachella Valley Beauty College-Hemet,3643 W. Florida Ave.,Hemet,92545,Riverside County,-117.010783,33.745675,84,84,0
485467,Carrington College-Administrative Office,2019,Carrington College-Administrative Office,8909 Folsom Blvd.,Sacramento,95826,Sacramento County,-121.371383,38.556104,,,
485494,Associated Barber College of San Diego,2019,Associated Barber College of San Diego,1333 5th Avenue,San Diego,92101-4210,San Diego County,-117.159908,32.719318,65,65,0
485500,ABCO Technology,2019,ABCO Technology,11222 S. La Cienega Blvd Ste 588,Inglewood,90304-1551,Los Angeles County,-118.369774,33.932121,126,12,114
485519,International Sports Sciences Association,2019,International Sports Sciences Association,1015 Mark Avenue,Carpinteria,93013-2912,Santa Barbara County,-119.486417,34.38768,379,31,348
485546,California Intercontinental University,2019,California Intercontinental University,17310 Red Hill Ave. Suite 200,Irvine,92614-5636,Orange County,-117.850961,33.696413,412,131,281
485573,Universal Healthcare Careers College,2019,Universal Healthcare Careers College,"1625 West Olympic Boulevard, Suite 708",Los Angeles,90015-3811,Los Angeles County,-118.274771,34.0499,156,156,0
486099,GDS Institute,2019,GDS Institute,7916 Long Beach Boulevard,South Gate,90280-2072,Los Angeles County,-118.224776,33.966151,,,
486123,Theatre of Arts,2019,Theatre of Arts,6767 sunset Blvd suite 210,Hollywood,90028-6111,Los Angeles County,-118.338144,34.0984,28,28,0
486141,Westchester College of Nursing & Allied Health,2019,Westchester College of Nursing & Allied Health,8939 South Sepulveda Boulevard #302,Los Angeles,90045-3647,Los Angeles County,-118.396511,33.95487,6,6,0
486248,ZMS,2019,ZMS,2228 E Cesar E Chavez Ave,Los Angeles,90033-4231,Los Angeles County,-118.209424,34.047305,125,125,0
486372,San Francisco Film School,2019,San Francisco Film School,155 Sansome Street 2nd Floor,San Francisco,94104-2835,San Francisco County,-122.401124,37.791643,38,26,12
486433,Presidio Graduate School,2019,Presidio Graduate School,1202 Ralston Ave #300,San Francisco,94129-1749,San Francisco County,-122.475292,37.80026,120,66,54
486488,California Jazz Conservatory,2019,California Jazz Conservatory,2087 Addison Street,Berkeley,94704-1268,Alameda County,-122.268878,37.871235,47,27,20
486497,California Barber and Beauty College,2019,California Barber and Beauty College,5315 El Cajon Boulevard,San Diego,92115-4730,San Diego County,-117.0814,32.757282,62,61,1
486558,Aviation Institute of Maintenance,2019,Aviation Institute of Maintenance,420 Whitney Place,Freemont,94539,Alameda County,-121.92135,37.468594,278,194,84
486965,Hussian College-Studio School Los Angeles,2019,Hussian College-Los Angeles,1201 W. 5th Street,Los Angeles,90017-2019,Los Angeles County,-118.26069,34.054877,333,333,0
487597,Universal Technical Institute-Southern California,2019,Universal Technical Institute-Southern California,4175 E. Conant Street,Long Beach,90808-1789,Los Angeles County,-118.145393,33.826017,1075,1075,0
487649,California Institute of Advanced Management,2019,California Institute of Advanced Management,"1000 S. Fremont Ave. Mailbox #45, Bldg A10, 4th Floor, Suite 10402",Alhambra,91803,Los Angeles County,-118.15055,34.082467,151,149,2
487773,Butte County Regional Occupational Program,2019,Butte County Regional Occupational Program,2491 Carmichael Drive Ste 500,Chico,95928-7191,Butte County,-121.804024,39.715283,64,56,8
487995,Alhambra Medical University,2019,Alhambra Medical University,2215 W. Mission Road,Alhambra,91803,Los Angeles County,-118.148684,34.080181,169,111,58
488031,Abraham Lincoln University,2019,Abraham Lincoln University,"100 West Broadway, Suite 600",Glendale,91210,Los Angeles County,-118.256726,34.146294,225,199,26
488192,DeHart Technical School,2019,DeHart Technical School,311 Bitritto Way,Modesto,95356-9292,Stanislaus County,-120.997781,37.71339,79,0,79
488387,Claremont Lincoln University,2019,Claremont Lincoln University,250 West First Street Suite 330,Claremont,91711-4744,Los Angeles County,-117.717974,34.094143,254,123,131
488411,Hoss Lee Academy,2019,Hoss Lee Academy,200 Whyte Avenue,Roseville,95661-5233,Placer County,-121.289487,38.721897,75,75,0
488572,California Health Sciences University,2019,California Health Sciences University,120 North Clovis Avenue,Clovis,93612,Fresno County,-119.701977,36.832466,260,259,1
488785,University of Saint Katherine,2019,University of Saint Katherine,1637 Capalina Road,San Marcos,92069,San Diego County,-117.196552,33.151283,235,215,20
488800,Teachers College of San Joaquin,2019,Teachers College of San Joaquin,2857 Transworld Dr.,Stockton,95206,San Joaquin County,-121.229911,37.90797,848,786,62
488846,University of the People,2019,University of the People,"225 S. Lake Ave., Suite 300",Pasadena,91101,Los Angeles County,-118.13353,34.141906,5043,1204,3839
489201,Clovis Community College,2019,Clovis Community College,10309 North Willow Avenue,Fresno,93730,Fresno County,-119.731261,36.88686,8454,2451,6003
489335,Institute of Buddhist Studies,2019,Institute of Buddhist Studies,2140 Durant Avenue,Berkeley,94704,Alameda County,-122.266105,37.866732,23,4,19
489353,Chamberlain University-California,2019,Chamberlain University-California,10971 Sun Center,Rancho Cordova,95670,Sacramento County,-121.278258,38.596193,255,151,104
489371,Spartan College of Aeronautics and Technology,2019,Spartan College of Aeronautics and Technology,4130 Mennes Ave,Riverside,92509-8716,Riverside County,-117.408335,33.990127,190,190,0
489760,Milan Institute-Bakersfield West,2019,Milan Institute-Bakersfield West,3115 N. Sillect,Bakersfield,93308-9301,Kern County,-119.038111,35.388152,69,69,0
489858,West Coast University-Center for Graduate Studies,2019,West Coast University-Center for Graduate Studies,590 North Vermont Avenue,Los Angeles,90004,Los Angeles County,-118.29131,34.081505,580,579,1
490045,Presbyterian Theological Seminary in America,2019,Presbyterian Theological Seminary in America,15605 Carmenita Road,Santa Fe Springs,90670-5647,Los Angeles County,-118.047065,33.88856,174,82,92
490063,Southern States University,2019,Southern States University,"1094 Cuhady Place, #120",San Diego,92110,San Diego County,-117.201297,32.767544,405,405,0
490081,America Evangelical University,2019,America Evangelical University,1818 South Western Avenue Suite 409,Los Angeles,90006-5860,Los Angeles County,-118.308661,34.041239,108,98,10
490124,Los Angeles Academy of Figurative Art,2019,Los Angeles Academy of Figurative Art,16926 Saticoy Street,Van Nuys,91406-2127,Los Angeles County,-118.5021,34.208209,6,6,0
490133,Westcliff University,2019,Westcliff University,16715 Von Karman Ave #100,Irvine,92606,Orange County,-117.835761,33.697112,2608,2574,34
490160,Sacramento Ultrasound Institute,2019,Sacramento Ultrasound Institute,2233 Watt Avenue,Sacramento,95825-0570,Sacramento County,-121.383597,38.604405,75,75,0
490197,Regan Career Institute,2019,Regan Career Institute,11350 Valley Boulevard,El Monte,91731-3254,Los Angeles County,-118.030152,34.070176,46,46,0
490212,Baldy View Regional Occupational Program,2019,Baldy View Regional Occupational Program,1501 Bon View Avenue,Ontario,91764-5500,San Bernardino County,-117.636712,34.046457,31,31,0
490285,California Institute of Arts & Technology,2019,California Institute of Arts & Technology,2820 Camino Del Rio South Suite 100,San Diego,92108-3822,San Diego County,-117.134199,32.770776,372,372,0
490337,My Beauty & Barber College,2019,My Beauty & Barber College,6100 Mack Road St. F,Sacramento,95823-4687,Sacramento County,-121.431533,38.473648,105,74,31
490878,Platt College-Anaheim,2019,Platt College-Anaheim,1551 South Douglass Road,Anaheim,92806-5949,Orange County,-117.878211,33.809417,459,459,0
491163,Advanced College-Stockton,2019,Advanced College-Stockton,8838 North West Lane,Stockton,95120-3145,San Joaquin County,-121.29453,38.025552,,,
491190,The Chicago School of Professional Psychology at San Diego,2019,The Chicago School of Professional Psychology at San Diego,401 W. A Street at 1 Columbia Place,San Diego,92101-7903,San Diego County,-117.167054,32.718575,101,55,46
491464,ABC Adult School,2019,ABC Adult School,12254 Cuesta Drive,Cerritos,90703-2801,Los Angeles County,-118.070114,33.878179,77,77,0
491482,Blush School of Makeup,2019,Blush School of Makeup,"One Embarcadero Center, Ste R-1206",San Francisco,94111-3628,San Francisco County,-122.399413,37.794885,41,41,0
491491,Oikos University,2019,Oikos University,7850 Edgewater Drive,Oakland,94621-2041,Alameda County,-122.199689,37.742256,,,
491507,California Institute of Medical Science,2019,California Institute of Medical Science,1175 Shaw Avenue # 103,Clovis,93612-0000,Fresno County,-119.694271,36.810031,25,25,0
491543,San Bernardino Beauty College,2019,San Bernardino Beauty College,600 North Sierra Way,San Bernardino,92410-4414,San Bernardino County,-117.285521,34.110518,75,64,11
491659,ICOHS College,2019,ICOHS College,1770 4th Avenue,San Diego,92101-2607,San Diego County,-117.16145,32.723881,101,101,0
491756,Urban Barber College,2019,Urban Barber College,1827 Willow Pass Road,Concord,94520-2522,Contra Costa County,-122.03909,37.975087,150,150,0
491808,Meridian University,2019,Meridian University,47 Sixth Street,Petaluma,94952-3092,Sonoma County,-122.640029,38.230878,113,50,63
491853,Princess Institute of Beauty,2019,Princess Institute of Beauty,1605 East Manning Avenue,Reedley,93654-2455,Fresno County,-119.431745,36.603678,47,47,0
491880,Independent Training & Apprenticeship Program,2019,Independent Training & Apprenticeship Program,9856 Business Park Drive,Sacramento,95827-1741,Sacramento County,-121.327728,38.572171,21,21,0
491899,Victory Career College,2019,Victory Career College,19401 South Vermont Avenue,Torrance,90502-4434,Los Angeles County,-118.291723,33.854769,123,55,68
491950,Contra Costa Medical Career College,2019,Contra Costa Medical Career College,4041 Lone Tree Way,Antioch,94581-6208,Contra Costa County,-121.801607,37.976815,701,83,618
492209,Reiss-Davis Graduate Center,2019,Reiss-Davis Graduate Center,3200 Motor Ave.,Los Angeles,90034,Los Angeles County,-118.41001,34.030844,44,44,0
492306,Escondido Adult School,2019,Escondido Adult School,220 W Crest Street,Escondido,92025,San Diego County,-117.088454,33.131225,109,0,109
492315,Poway Adult School,2019,Poway Adult School,13626 Twin Peaks Road,Poway,92064,San Diego County,-117.035819,32.978817,90,0,90
492324,Vista Adult School,2019,Vista Adult School,510 Sunset Drive,Vista,92081,San Diego County,-117.240253,33.187334,252,0,252
492449,Pima Medical Institute-San Marcos,2019,Pima Medical Institute-San Marcos,111 Campus Way,San Marcos,92078-8702,San Diego County,-117.160199,33.136906,421,421,0
492661,California College of Barbering and Cosmetology,2019,California College of Barbering and Cosmetology,1024 E March Lane,Stockton,95210,San Joaquin County,-121.293756,38.000656,213,211,2
492953,Salon Success Academy-West Covina,2019,Salon Success Academy-West Covina,112 Plaza Drive Suite 166,West Covina,91790-2876,Los Angeles County,-117.933801,34.070568,82,40,42
493080,Institute of Culinary Education,2019,Institute of Culinary Education,521 East Green Street,Pasadena,91101-5221,Los Angeles County,-118.139351,34.144829,114,0,114
493318,Stanbridge University-Los Angeles,2019,Stanbridge University-Los Angeles,2215 West Mission Road,Alhambra,91803-1310,Los Angeles County,-118.14879,34.080319,,,
493479,Medical Career College of Northern California,2019,Medical Career College of Northern California,1220 Melody Lane,Roseville,95678-5133,Placer County,-121.293121,38.723329,14,14,0
493503,American Fitness and Nutrition Academy,2019,American Fitness and Nutrition Academy,350 South Lake Avenue,Pasadena,91101-3530,Los Angeles County,-118.131854,34.1397,17,17,0
493512,San Diego Global Knowledge University,2019,San Diego Global Knowledge University,"1095 K Street, Suite B",San Diego,92101-7446,San Diego County,-117.154966,32.708222,80,80,0
493619,Young Americans College of the Performing Arts,2019,Young Americans College of the Performing Arts,1132 Olympic Drive,Corona,92881-3390,Riverside County,-117.542501,33.859246,143,93,50
493761,MIXED Institute of Cosmetology & Barber,2019,MIXED Institute of Cosmetology & Barber,5950 Florin Road suite 103,Sacramento,95823-2370,Sacramento County,-121.43577,38.495699,75,27,48
494357,UEI College-Sacramento,2019,UEI College-Sacramento,"4424 Florin Road, Suite D & E",Sacramento,95823-2512,Sacramento County,-121.454197,38.494532,613,613,0
494454,Paul Mitchell the School-San Jose,2019,Paul Mitchell the School-San Jose,130 Almaden Boulevard,San Jose,95113-2007,Santa Clara County,-121.891967,37.332192,142,90,52
494658,KC Beauty Academy,2019,KC Beauty Academy,706 East 1st Street,Los Angeles,90012-4303,Los Angeles County,-118.235894,34.048458,20,16,4
494746,Glendale Career College-Brightwood Teachout,2019,Glendale Career College-Brightwood Teachout,8888 Balboa Avenue,San Diego,92123-1506,San Diego County,-117.136429,32.822045,162,162,0
